query_player,relevant_player,rank,top_1_player,top_5_players,query_text
Joaquín García,Joaquín García,1,Joaquín García,Joaquín García | Aaron Quirós | Kevin Vázquez | Damián Fernández | Agustín Lagos,"Joaquín García is a ARG football player who plays for Vélez Sarsfield as a defender (DF). Age: 23 Born: 2001. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.1, non_penalty_expected_goals 0.0, expected_goal_involvements 0.17. Progression: progressive_carries 2, progressive_passes 3, progressive_receptions 7. Usage: matches_played 1, starts 1, minutes_played 33, full_match_equivalents 0.4. Discipline: yellow_cards 0, red_cards 0."
Manuel García,Manuel García,1,Manuel García,Manuel García | Federico Paradela | Manuel Insaurralde | Manuel Mónaco | Carlos Villalba,"Manuel García is a ARG football player who plays for Sarmiento as a midfielder (MF). Age: 26 Born: 1999. Attacking output: goals 0, assists 0, expected_goals 0.1, expected_assists 0.2, non_penalty_expected_goals 0.1, expected_goal_involvements 0.04. Progression: progressive_carries 3, progressive_passes 31, progressive_receptions 9. Usage: matches_played 12, starts 6, minutes_played 572, full_match_equivalents 6.4. Discipline: yellow_cards 4, red_cards 0."
Martín García,Martín García,1,Martín García,Martín García | Mauricio Martínez | Federico Gino | Matías García | Martín Pino,"Martín García is a ARG football player who plays for Aldosivi as a midfielder (MF). Age: 19 Born: 2005. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.08. Progression: progressive_carries 1, progressive_passes 1, progressive_receptions 1. Usage: matches_played 1, starts 1, minutes_played 59, full_match_equivalents 0.7. Discipline: yellow_cards 0, red_cards 0."
Matías García,Matías García,1,Matías García,Matías García | Guillermo Matías Fernández | James Abankwah | Martín García | Joaquín García,"Matías García is a ARG football player who plays for Aldosivi as a forward, midfielder (FW,MF). Age: 33 Born: 1991. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.1, non_penalty_expected_goals 0.0, expected_goal_involvements 0.1. Progression: progressive_carries 0, progressive_passes 4, progressive_receptions 3. Usage: matches_played 2, starts 1, minutes_played 88, full_match_equivalents 1.0. Discipline: yellow_cards 0, red_cards 0."
Mariano Gerez,Mariano Gerez,1,Mariano Gerez,Mariano Gerez | Facundo Sánchez | Jeremías Chavero | Óctavio Ontivero | Elías Brito,"Mariano Gerez is a ARG football player who plays for Lanús as a midfielder (MF). Age: 19 Born: 2006. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.15. Progression: progressive_carries 0, progressive_passes 1, progressive_receptions 0. Usage: matches_played 1, starts 0, minutes_played 11, full_match_equivalents 0.1. Discipline: yellow_cards 0, red_cards 0."
Francisco Gerometta,Francisco Gerometta,1,Francisco Gerometta,Francisco Gerometta | Francisco González | Valentín Gómez | Mikayil Ngor Faye | Bruno Pittón,"Francisco Gerometta is a ARG football player who plays for Unión as a defender (DF). Age: 25 Born: 1999. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.4, non_penalty_expected_goals 0.0, expected_goal_involvements 0.06. Progression: progressive_carries 29, progressive_passes 18, progressive_receptions 37. Usage: matches_played 9, starts 8, minutes_played 688, full_match_equivalents 7.6. Discipline: yellow_cards 0, red_cards 0."
Joaquín Gho,Joaquín Gho,1,Joaquín Gho,Joaquín Gho | Carlos Palacios | Walter Mazzantti | Ignacio Miramon | Antoniu,"Joaquín Gho is a ARG football player who plays for Sarmiento as a midfielder, forward (MF,FW). Age: 22 Born: 2003. Attacking output: goals 0, assists 1, expected_goals 1.1, expected_assists 0.9, non_penalty_expected_goals 1.1, expected_goal_involvements 0.17. Progression: progressive_carries 30, progressive_passes 34, progressive_receptions 72. Usage: matches_played 16, starts 13, minutes_played 1096, full_match_equivalents 12.2. Discipline: yellow_cards 3, red_cards 0."
Laurtaro Giaccone,Laurtaro Giaccone,1,Laurtaro Giaccone,Laurtaro Giaccone | Enzo Giménez | Laurtaro Giaccone | Tomás Porra | Juan Manuel Elordi,"Laurtaro Giaccone is a ARG football player who plays for Rosario Central as a forward, midfielder (FW,MF). Age: 24 Born: 2001. Attacking output: goals 1, assists 2, expected_goals 0.5, expected_assists 1.6, non_penalty_expected_goals 0.5, expected_goal_involvements 0.37. Progression: progressive_carries 23, progressive_passes 15, progressive_receptions 40. Usage: matches_played 14, starts 4, minutes_played 525, full_match_equivalents 5.8. Discipline: yellow_cards 0, red_cards 0."
Laurtaro Giaccone,Laurtaro Giaccone,1,Laurtaro Giaccone,Laurtaro Giaccone | Laurtaro Giaccone | Hernán López Muñoz | Cristian Ferreira | Federico Fattori,"Laurtaro Giaccone is a ARG football player who plays for Arg Juniors as a midfielder (MF). Age: 24 Born: 2001. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.12. Progression: progressive_carries 1, progressive_passes 0, progressive_receptions 3. Usage: matches_played 1, starts 0, minutes_played 30, full_match_equivalents 0.3. Discipline: yellow_cards 0, red_cards 0."
Renzo Giampaoli,Renzo Giampaoli,1,Renzo Giampaoli,Renzo Giampaoli | Nicolás Garayalde | Gastón Suso | Ramiro Funes Mori | Facundo Rodríguez,"Renzo Giampaoli is a ARG football player who plays for Gimnasia–LP as a defender (DF). Age: 25 Born: 2000. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.1, non_penalty_expected_goals 0.0, expected_goal_involvements 0.02. Progression: progressive_carries 1, progressive_passes 9, progressive_receptions 1. Usage: matches_played 10, starts 5, minutes_played 483, full_match_equivalents 5.4. Discipline: yellow_cards 1, red_cards 0."
Justo Giani,Justo Giani,1,Justo Giani,Justo Giani | Federico Girotti | Cengiz Ünder | Nuno Gonçalo Moreira | Martinelli,"Justo Giani is a ARG football player who plays for Aldosivi as a midfielder, forward (MF,FW). Age: 26 Born: 1999. Attacking output: goals 2, assists 2, expected_goals 1.5, expected_assists 1.9, non_penalty_expected_goals 1.5, expected_goal_involvements 0.32. Progression: progressive_carries 8, progressive_passes 34, progressive_receptions 64. Usage: matches_played 14, starts 12, minutes_played 937, full_match_equivalents 10.4. Discipline: yellow_cards 2, red_cards 0."
Thiago Gigena,Thiago Gigena,1,Thiago Gigena,Thiago Gigena | Pablo Altamirano | Tomás Jacob | Francisco González | Jerónimo Mattar,"Thiago Gigena is a ARG football player who plays for Newell's OB as a forward, midfielder (FW,MF). Age: 19 Born: 2005. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.12. Progression: progressive_carries 0, progressive_passes 0, progressive_receptions 0. Usage: matches_played 2, starts 0, minutes_played 18, full_match_equivalents 0.2. Discipline: yellow_cards 0, red_cards 0."
Leonardo Gil,Leonardo Gil,1,Leonardo Gil,Leonardo Gil | Nehuén Paz | Hernán Galíndez | Agustín Marchesín | Alan Aguerre,"Leonardo Gil is a ARG football player who plays for Huracán as a midfielder (MF). Age: 34 Born: 1991. Attacking output: goals 0, assists 2, expected_goals 1.2, expected_assists 2.4, non_penalty_expected_goals 1.2, expected_goal_involvements 0.22. Progression: progressive_carries 32, progressive_passes 138, progressive_receptions 55. Usage: matches_played 16, starts 16, minutes_played 1440, full_match_equivalents 16.0. Discipline: yellow_cards 3, red_cards 0."
Orlando Gil,Orlando Gil,1,Orlando Gil,Orlando Gil | Manuel Roffo | Lazar Carević | Arijanet Muric | Elia Caprile,"Orlando Gil is a PAR football player who plays for San Lorenzo as a goalkeeper (GK). Age: 25 Born: 2000. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 0, progressive_passes 0, progressive_receptions 0. Usage: matches_played 18, starts 18, minutes_played 1620, full_match_equivalents 18.0. Discipline: yellow_cards 0, red_cards 0."
Elián Giménez,Elián Giménez,1,Elián Giménez,Elián Giménez | Milton Giménez | Enzo Giménez | Luciano Giménez | Matías Giménez,"Elián Giménez is a ARG football player who plays for Sarmiento as a midfielder (MF). Age: 21 Born: 2004. Attacking output: goals 2, assists 1, expected_goals 0.5, expected_assists 0.3, non_penalty_expected_goals 0.5, expected_goal_involvements 0.08. Progression: progressive_carries 8, progressive_passes 33, progressive_receptions 6. Usage: matches_played 12, starts 11, minutes_played 917, full_match_equivalents 10.2. Discipline: yellow_cards 2, red_cards 0."
Enzo Giménez,Enzo Giménez,1,Enzo Giménez,Enzo Giménez | Juan Giménez | Laurtaro Giaccone | Elián Giménez | Sebastián Ferreira,"Enzo Giménez is a PAR football player who plays for Rosario Central as a defender, midfielder (DF,MF). Age: 27 Born: 1998. Attacking output: goals 1, assists 0, expected_goals 0.5, expected_assists 1.2, non_penalty_expected_goals 0.5, expected_goal_involvements 0.33. Progression: progressive_carries 9, progressive_passes 23, progressive_receptions 40. Usage: matches_played 11, starts 5, minutes_played 465, full_match_equivalents 5.2. Discipline: yellow_cards 2, red_cards 0."
Juan Giménez,Juan Giménez,1,Juan Giménez,Juan Giménez | Enzo Giménez | Juan Cruz Komar | Franco Ibarra | Juan Manuel Elordi,"Juan Giménez is a ARG football player who plays for Rosario Central as a defender (DF). Age: 19 Born: 2006. Attacking output: goals 0, assists 0, expected_goals 0.1, expected_assists 0.0, non_penalty_expected_goals 0.1, expected_goal_involvements 0.02. Progression: progressive_carries 3, progressive_passes 11, progressive_receptions 0. Usage: matches_played 5, starts 3, minutes_played 240, full_match_equivalents 2.7. Discipline: yellow_cards 1, red_cards 0."
Luciano Giménez,Luciano Giménez,1,Luciano Giménez,Luciano Giménez | Matías Giménez | Joaquín Burgos | Elián Giménez | Jan Carlos Hurtado,"Luciano Giménez is a ARG football player who plays for Estudiantes–LP as a forward, midfielder (FW,MF). Age: 25 Born: 2000. Attacking output: goals 2, assists 0, expected_goals 1.1, expected_assists 0.0, non_penalty_expected_goals 1.1, expected_goal_involvements 0.5. Progression: progressive_carries 4, progressive_passes 1, progressive_receptions 13. Usage: matches_played 8, starts 1, minutes_played 209, full_match_equivalents 2.3. Discipline: yellow_cards 0, red_cards 0."
Matías Giménez,Matías Giménez,1,Matías Giménez,Matías Giménez | Luciano Giménez | Matías Ramírez | Milton Giménez | Elián Giménez,"Matías Giménez is a ARG football player who plays for Independiente as a forward (FW). Age: 26 Born: 1999. Attacking output: goals 0, assists 2, expected_goals 0.5, expected_assists 1.0, non_penalty_expected_goals 0.5, expected_goal_involvements 0.29. Progression: progressive_carries 3, progressive_passes 17, progressive_receptions 34. Usage: matches_played 13, starts 4, minutes_played 462, full_match_equivalents 5.1. Discipline: yellow_cards 1, red_cards 0."
Milton Giménez,Milton Giménez,1,Milton Giménez,Milton Giménez | Elián Giménez | Lucas Blondel | Matías Giménez | Antonio Sanabria,"Milton Giménez is a ARG football player who plays for Boca Juniors as a forward (FW). Age: 28 Born: 1996. Attacking output: goals 4, assists 1, expected_goals 2.9, expected_assists 1.3, non_penalty_expected_goals 2.9, expected_goal_involvements 0.5. Progression: progressive_carries 12, progressive_passes 6, progressive_receptions 43. Usage: matches_played 12, starts 9, minutes_played 757, full_match_equivalents 8.4. Discipline: yellow_cards 2, red_cards 0."
Federico Gino,Federico Gino,1,Federico Gino,Federico Gino | Martín García | Fernando Juárez | Junior Moreno | Lucio Falasco,"Federico Gino is a URU football player who plays for Aldosivi as a midfielder (MF). Age: 32 Born: 1993. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.05. Progression: progressive_carries 0, progressive_passes 1, progressive_receptions 2. Usage: matches_played 1, starts 1, minutes_played 59, full_match_equivalents 0.7. Discipline: yellow_cards 0, red_cards 0."
Federico Girotti,Federico Girotti,1,Federico Girotti,Federico Girotti | Justo Giani | Nicolás Domínguez | Kevin Zenon | Jefferson Savarino,"Federico Girotti is a ARG football player who plays for Talleres as a forward (FW). Age: 26 Born: 1999. Attacking output: goals 0, assists 1, expected_goals 1.5, expected_assists 1.6, non_penalty_expected_goals 1.5, expected_goal_involvements 0.32. Progression: progressive_carries 4, progressive_passes 12, progressive_receptions 40. Usage: matches_played 16, starts 9, minutes_played 846, full_match_equivalents 9.4. Discipline: yellow_cards 1, red_cards 0."
Dylan Glaby,Dylan Glaby,1,Dylan Glaby,Dylan Glaby | Iván Pillud | Fernando Martínez | Gonzalo Trindade | Leonardo Marchi,"Dylan Glaby is a ARG football player who plays for Cen. Córdoba–SdE as a midfielder (MF). Age: 29 Born: 1996. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.01. Progression: progressive_carries 2, progressive_passes 22, progressive_receptions 4. Usage: matches_played 12, starts 6, minutes_played 601, full_match_equivalents 6.7. Discipline: yellow_cards 0, red_cards 0."
Erik Godoy,Erik Godoy,1,Erik Godoy,Erik Godoy | Joaquín Gho | Cameron Burgess | Federico Rasmussen | Eric Meza,"Erik Godoy is a ARG football player who plays for Arg Juniors as a defender (DF). Age: 31 Born: 1993. Attacking output: goals 1, assists 0, expected_goals 1.1, expected_assists 0.0, non_penalty_expected_goals 1.1, expected_goal_involvements 0.07. Progression: progressive_carries 13, progressive_passes 42, progressive_receptions 3. Usage: matches_played 16, starts 16, minutes_played 1375, full_match_equivalents 15.3. Discipline: yellow_cards 4, red_cards 0."
Joel Godoy,Joel Godoy,1,Joel Godoy,Joel Godoy | Mateo Mendoza | Agustín Seyral | Leonardo Godoy | Erik Godoy,"Joel Godoy is a ARG football player who plays for Sarmiento as a defender (DF). Age: 20 Born: 2005. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.2, non_penalty_expected_goals 0.0, expected_goal_involvements 0.02. Progression: progressive_carries 12, progressive_passes 16, progressive_receptions 16. Usage: matches_played 9, starts 9, minutes_played 786, full_match_equivalents 8.7. Discipline: yellow_cards 0, red_cards 0."
